ID da Pesquisa,Contact ID,Status,Pergunta,Resposta
30,aad6eb1511b7494df6c9,Complete,Estou satisfeito(a) com os feedbacks que recebo da minha liderança direta.,Concordo parcialmente
30,aad6eb1511b7494df6c9,Complete,A minha liderança direta sabe como gerenciar pessoas.,Concordo parcialmente
30,aad6eb1511b7494df6c9,Complete,"Você informou que não está completamente satisfeito(a) com os feedbacks que recebe da sua liderança direta. Selecione até três motivos que motivaram sua resposta, sendo 1 o mais importante, 2 o segundo mais importante e 3 o terceiro mais importante.",[Sem resposta fornecida]
30,aad6eb1511b7494df6c9,Complete,"Você não concordou que sua liderança direta sabe como gerenciar pessoas. Selecione até 3 motivos sendo 1 para o mais importante, 2 para o segundo e 3 para o terceiro mais importante",[Sem resposta fornecida]
30,aad6eb1511b7494df6c9,Complete,Sinto que a entidade respeita meu horário de trabalho.,Concordo parcialmente
30,aad6eb1511b7494df6c9,Complete,Sinto que as demandas são sempre urgentes.,Concordo parcialmente
30,aad6eb1511b7494df6c9,Complete,É possível cumprir minha demanda de trabalho sem trabalhar horas extras.,Concordo parcialmente
30,aad6eb1511b7494df6c9,Complete,Sinto que o volume de trabalho é saudável.,"Não concordo, nem discordo"
30,aad6eb1511b7494df6c9,Complete,A entidade se preocupa com diversidade de forma genuína.,Concordo parcialmente
30,aad6eb1511b7494df6c9,Complete,Sinto que a entidade agirá de forma justa caso haja discriminação dentro do trabalho.,Concordo totalmente
30,aad6eb1511b7494df6c9,Complete,"Todos recebem as mesmas oportunidades, independente do gênero, raça, orientação sexual ou deficiência.",Concordo totalmente
30,aad6eb1511b7494df6c9,Complete,A entidade coloca o cliente sempre em primeiro lugar.,Concordo totalmente
30,aad6eb1511b7494df6c9,Complete,A entidade busca constantemente inovar.,Concordo totalmente
30,aad6eb1511b7494df6c9,Complete,A entidade tem políticas e procedimentos para garantir transparência nas operações.,Concordo parcialmente
30,aad6eb1511b7494df6c9,Complete,"Você informou que, de certa forma, o volume de trabalho não é saudável. Selecione os três principais motivos, sendo 1 o mais importante, 2 o segundo mais importante e 3 o terceiro mais importante.",O time é menor que o necessário para atender a demanda. (Rank: 1)
30,aad6eb1511b7494df6c9,Complete,"Você informou que, de certa forma, o volume de trabalho não é saudável. Selecione os três principais motivos, sendo 1 o mais importante, 2 o segundo mais importante e 3 o terceiro mais importante.",Não tenho apoio necessário para executar a atividade. (Rank: 2)
30,aad6eb1511b7494df6c9,Complete,"Você informou que, de certa forma, o volume de trabalho não é saudável. Selecione os três principais motivos, sendo 1 o mais importante, 2 o segundo mais importante e 3 o terceiro mais importante.",Prazo para execução dos projetos/atividades insuficientes. (Rank: 3)
30,aad6eb1511b7494df6c9,Complete,"Percebo que a alta liderança (Diretores, superintendentes, Board, etc) tem um planejamento claro para a entidade.",Concordo parcialmente
30,aad6eb1511b7494df6c9,Complete,"Eu confio na minha alta liderança (Diretores, superintendentes, Board, etc).",Concordo parcialmente
30,aad6eb1511b7494df6c9,Complete,"A alta liderança (Diretores, superintendentes, Board, etc) se preocupa com o que os funcionários(as) pensam e sentem.",Concordo parcialmente
30,aad6eb1511b7494df6c9,Complete,"A alta liderança (Diretores, superintendentes, Board, etc) é aberta para ouvir os funcionários(as) da equipe.",Concordo totalmente
30,aad6eb1511b7494df6c9,Complete,Com qual orientação sexual você se identifica?,Heterossexual
30,aad6eb1511b7494df6c9,Complete,Qual a sua cor ou raça?,Parda
30,aad6eb1511b7494df6c9,Complete,Com qual gênero você se identifica?,Feminino
30,aad6eb1511b7494df6c9,Complete,"Por favor, use o espaço abaixo para comentar sobre qualquer assunto que você considera que não foi abordado na pesquisa ou que você gostaria que fosse mais aprofundado. Aqui você também pode descrever melhor alguma das suas respostas. Esse comentário é opcional.",[Sem resposta fornecida]
31,ce0c01f49213db201937,Complete,Eu me sinto entusiasmado(a) com o meu trabalho.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Eu me sinto cheio(a) de energia para trabalhar.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Eu me sinto emocionalmente esgotado(a) ao final do dia de trabalho.,Discordo totalmente
31,ce0c01f49213db201937,Complete,Consigo me manter concentrado(a) nas atividades de trabalho.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Eu me sinto animado(a) para ir trabalhar.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Sinto que o tempo passa rápido quando estou trabalhando.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Eu me sinto bem com o meu trabalho.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Fico desanimado(a) quando estou trabalhando.,Discordo totalmente
31,ce0c01f49213db201937,Complete,Tenho autonomia para priorizar as demandas que chegam para mim.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Tenho pouca autoridade para decidir como executar meu trabalho.,Discordo totalmente
31,ce0c01f49213db201937,Complete,"Tenho liberdade para propor e aplicar melhorias no meu trabalho,  conforme o nível de responsabilidade do meu cargo.",Concordo totalmente
31,ce0c01f49213db201937,Complete,Me identifico com os valores da entidade.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Sinto que o meu trabalho contribui significativamente para a entidade.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Sou envolvido(a) nas decisões da entidade em que minha opinião é relevante.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Tenho orgulho de trabalhar na entidade.,Concordo totalmente
31,ce0c01f49213db201937,Complete,"Tenho liberdade para resolver problemas no trabalho da forma que eu achar necessário, conforme o nível de responsabilidade do meu cargo.",Concordo totalmente
31,ce0c01f49213db201937,Complete,"Você sinalizou não ter liberdade para propor e aplicar melhorias no seu trabalho. Selecione até três motivos, sendo 1 para o principal, 2 para o segundo mais importante e 3 para o terceiro mais importante.",[Sem resposta fornecida]
31,ce0c01f49213db201937,Complete,Entendo o porquê da priorização das tarefas que executo.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Tenho clareza de quais são os critérios em que minha performance será avaliada.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Tenho clareza dos processos das outras áreas da entidade.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Tenho clareza dos processos internos da entidade que impactam o meu trabalho.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Tenho clareza de quais são os objetivos estratégicos da entidade.,Concordo totalmente
31,ce0c01f49213db201937,Complete,A priorização de atividades é bem alinhada entre áreas.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Sinto que minha área não é respeitada pelas demais áreas da entidade.,Discordo totalmente
31,ce0c01f49213db201937,Complete,Sinto que as áreas competem entre si. ,Discordo totalmente
31,ce0c01f49213db201937,Complete,Há muita competitividade entre meus colegas de trabalho.,Discordo totalmente
31,ce0c01f49213db201937,Complete,Eu tenho oportunidade de construir amizades em meu trabalho.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Meus colegas de trabalho se preocupam comigo.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Meus colegas e eu respeitamos uns aos outros.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Meus colegas me ajudam no meu trabalho.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Sinto que meus colegas menosprezam minhas opiniões.,Discordo totalmente
31,ce0c01f49213db201937,Complete,Sinto que minhas opiniões são ouvidas.,Concordo totalmente
31,ce0c01f49213db201937,Complete,As pessoas se sentem confortáveis para discutir sobre problemas do trabalho.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Me sinto confiante em ser eu mesmo(a) no trabalho.,Concordo totalmente
31,ce0c01f49213db201937,Complete,As pessoas se sentem à vontade para expressar opiniões no trabalho.,Concordo totalmente
31,ce0c01f49213db201937,Complete,"Quando uma pessoa comete um erro, ele muitas vezes é usado contra ela.",Discordo totalmente
31,ce0c01f49213db201937,Complete,A entidade se importa com meu bem-estar.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Estou satisfeito(a) com os benefícios oferecidos pela entidade.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Sinto que minha equipe tem o número de pessoas necessário para executar as atividades.,Concordo totalmente
31,ce0c01f49213db201937,Complete,A entidade fornece momentos de confraternização e conexão entre os funcionários(as).,Concordo totalmente
31,ce0c01f49213db201937,Complete,"Tenho confiança que em casos de denúncias (assédio moral, assédio sexual e questões éticas) a entidade irá atuar de maneira adequada.",Concordo totalmente
31,ce0c01f49213db201937,Complete,"Recebo as ferramentas (internet, equipamentos, programas) necessárias para executar meu trabalho.",Concordo totalmente
31,ce0c01f49213db201937,Complete,Estou satisfeito(a) com as oportunidades de desenvolvimento oferecidas pela entidade.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Estou satisfeito(a) com as oportunidades de progressão de carreira oferecidas pela entidade.,Concordo totalmente
31,ce0c01f49213db201937,Complete,"Você sinalizou não receber as ferramentas necessárias para executar o seu trabalho. Selecione até três motivos, sendo 1 para o principal, 2 para o segundo mais importante e 3 para o terceiro mais importante.",[Sem resposta fornecida]
31,ce0c01f49213db201937,Complete,"Você informou que não está completamente satisfeito(a) com as oportunidades de desenvolvimento oferecidas pela entidade. Selecione até três motivos que motivaram sua resposta, sendo 1 o mais importante, 2 o segundo mais importante e 3 o terceiro mais importante.",[Sem resposta fornecida]
31,ce0c01f49213db201937,Complete,"Você sinalizou que quando uma pessoa comete um erro, ele muitas vezes é usado contra ela. Selecione quem são os principais responsáveis por isso, sendo 1 para o principal, 2 para o segundo mais importante e 3 para o terceiro mais importante.",[Sem resposta fornecida]
31,ce0c01f49213db201937,Complete,"Você informou que as pessoas não se sentem à vontadade para expressar opiniões no trabalho. Selecione até três motivos, sendo 1 para o principal, 2 para o segundo mais importante e 3 para o terceiro mais importante.",[Sem resposta fornecida]
31,ce0c01f49213db201937,Complete,Os critérios para promoção são aplicados da mesma forma em diferentes áreas da entidade.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Os funcionários(as) são reconhecidos de maneira proporcional ao resultado que entregam.,Concordo totalmente
31,ce0c01f49213db201937,Complete,A entidade tem dificuldade para desligar os funcionários(as) que possuem baixo desempenho.,Discordo totalmente
31,ce0c01f49213db201937,Complete,Eu recebo reconhecimento não financeiro pelo meu trabalho.,"Não concordo, nem discordo"
31,ce0c01f49213db201937,Complete,"Você sinalizou não concordar que funcionários(as) são reconhecidos de maneira proporcional ao resultado que entregam. Selecione até 3 motivos, sendo 1 para o mais importante, 2 para o segundo e 3 para o terceiro mais importante.",[Sem resposta fornecida]
31,ce0c01f49213db201937,Complete,A minha liderança direta distribui as tarefas adequadamente.,Concordo totalmente
31,ce0c01f49213db201937,Complete,A minha liderança direta valoriza quando faço um bom trabalho.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Minha liderança direta tem capacidade técnica suficiente para exercer a sua função.,Concordo totalmente
31,ce0c01f49213db201937,Complete,As ações da minha liderança direta são coerentes com suas falas.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Minha liderança direta é preocupada com o bem-estar da equipe.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Estou satisfeito(a) com os feedbacks que recebo da minha liderança direta.,Concordo totalmente
31,ce0c01f49213db201937,Complete,A minha liderança direta sabe como gerenciar pessoas.,Concordo totalmente
31,ce0c01f49213db201937,Complete,"Você informou que não está completamente satisfeito(a) com os feedbacks que recebe da sua liderança direta. Selecione até três motivos que motivaram sua resposta, sendo 1 o mais importante, 2 o segundo mais importante e 3 o terceiro mais importante.",[Sem resposta fornecida]
31,ce0c01f49213db201937,Complete,"Você não concordou que sua liderança direta sabe como gerenciar pessoas. Selecione até 3 motivos sendo 1 para o mais importante, 2 para o segundo e 3 para o terceiro mais importante",[Sem resposta fornecida]
31,ce0c01f49213db201937,Complete,Sinto que a entidade respeita meu horário de trabalho.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Sinto que as demandas são sempre urgentes.,"Não concordo, nem discordo"
31,ce0c01f49213db201937,Complete,É possível cumprir minha demanda de trabalho sem trabalhar horas extras.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Sinto que o volume de trabalho é saudável.,Concordo totalmente
31,ce0c01f49213db201937,Complete,A entidade se preocupa com diversidade de forma genuína.,Concordo totalmente
31,ce0c01f49213db201937,Complete,Sinto que a entidade agirá de forma justa caso haja discriminação dentro do trabalho.,Concordo totalmente
31,ce0c01f49213db201937,Complete,"Todos recebem as mesmas oportunidades, independente do gênero, raça, orientação sexual ou deficiência.",Concordo totalmente
31,ce0c01f49213db201937,Complete,A entidade coloca o cliente sempre em primeiro lugar.,Concordo totalmente
31,ce0c01f49213db201937,Complete,A entidade busca constantemente inovar.,Concordo totalmente
31,ce0c01f49213db201937,Complete,A entidade tem políticas e procedimentos para garantir transparência nas operações.,Concordo totalmente
31,ce0c01f49213db201937,Complete,"Você informou que, de certa forma, o volume de trabalho não é saudável. Selecione os três principais motivos, sendo 1 o mais importante, 2 o segundo mais importante e 3 o terceiro mais importante.",[Sem resposta fornecida]
31,ce0c01f49213db201937,Complete,"Percebo que a alta liderança (Diretores, superintendentes, Board, etc) tem um planejamento claro para a entidade.",Concordo totalmente
31,ce0c01f49213db201937,Complete,"Eu confio na minha alta liderança (Diretores, superintendentes, Board, etc).",Concordo totalmente
31,ce0c01f49213db201937,Complete,"A alta liderança (Diretores, superintendentes, Board, etc) se preocupa com o que os funcionários(as) pensam e sentem.",Concordo totalmente
31,ce0c01f49213db201937,Complete,"A alta liderança (Diretores, superintendentes, Board, etc) é aberta para ouvir os funcionários(as) da equipe.",Concordo totalmente
31,ce0c01f49213db201937,Complete,Com qual orientação sexual você se identifica?,Homossexual
31,ce0c01f49213db201937,Complete,Qual a sua cor ou raça?,Branca
31,ce0c01f49213db201937,Complete,Com qual gênero você se identifica?,Masculino
31,ce0c01f49213db201937,Complete,"Por favor, use o espaço abaixo para comentar sobre qualquer assunto que você considera que não foi abordado na pesquisa ou que você gostaria que fosse mais aprofundado. Aqui você também pode descrever melhor alguma das suas respostas. Esse comentário é opcional.",[Sem resposta fornecida]
32,7cd9c79b46a9c93cbff6,Complete,Eu me sinto entusiasmado(a) com o meu trabalho.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Eu me sinto cheio(a) de energia para trabalhar.,Concordo totalmente
32,7cd9c79b46a9c93cbff6,Complete,Eu me sinto emocionalmente esgotado(a) ao final do dia de trabalho.,Discordo totalmente
32,7cd9c79b46a9c93cbff6,Complete,Consigo me manter concentrado(a) nas atividades de trabalho.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Eu me sinto animado(a) para ir trabalhar.,Concordo totalmente
32,7cd9c79b46a9c93cbff6,Complete,Sinto que o tempo passa rápido quando estou trabalhando.,Concordo totalmente
32,7cd9c79b46a9c93cbff6,Complete,Eu me sinto bem com o meu trabalho.,Concordo totalmente
32,7cd9c79b46a9c93cbff6,Complete,Fico desanimado(a) quando estou trabalhando.,Discordo totalmente
32,7cd9c79b46a9c93cbff6,Complete,Tenho autonomia para priorizar as demandas que chegam para mim.,Concordo totalmente
32,7cd9c79b46a9c93cbff6,Complete,Tenho pouca autoridade para decidir como executar meu trabalho.,Discordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,"Tenho liberdade para propor e aplicar melhorias no meu trabalho,  conforme o nível de responsabilidade do meu cargo.",Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Me identifico com os valores da entidade.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Sinto que o meu trabalho contribui significativamente para a entidade.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Sou envolvido(a) nas decisões da entidade em que minha opinião é relevante.,Discordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Tenho orgulho de trabalhar na entidade.,Concordo totalmente
32,7cd9c79b46a9c93cbff6,Complete,"Tenho liberdade para resolver problemas no trabalho da forma que eu achar necessário, conforme o nível de responsabilidade do meu cargo.","Não concordo, nem discordo"
32,7cd9c79b46a9c93cbff6,Complete,"Você sinalizou não ter liberdade para propor e aplicar melhorias no seu trabalho. Selecione até três motivos, sendo 1 para o principal, 2 para o segundo mais importante e 3 para o terceiro mais importante.",[Sem resposta fornecida]
32,7cd9c79b46a9c93cbff6,Complete,Entendo o porquê da priorização das tarefas que executo.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Tenho clareza de quais são os critérios em que minha performance será avaliada.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Tenho clareza dos processos das outras áreas da entidade.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Tenho clareza dos processos internos da entidade que impactam o meu trabalho.,Discordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Tenho clareza de quais são os objetivos estratégicos da entidade.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,A priorização de atividades é bem alinhada entre áreas.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Sinto que minha área não é respeitada pelas demais áreas da entidade.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Sinto que as áreas competem entre si. ,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Há muita competitividade entre meus colegas de trabalho.,Discordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Eu tenho oportunidade de construir amizades em meu trabalho.,Concordo totalmente
32,7cd9c79b46a9c93cbff6,Complete,Meus colegas de trabalho se preocupam comigo.,Concordo totalmente
32,7cd9c79b46a9c93cbff6,Complete,Meus colegas e eu respeitamos uns aos outros.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Meus colegas me ajudam no meu trabalho.,Concordo totalmente
32,7cd9c79b46a9c93cbff6,Complete,Sinto que meus colegas menosprezam minhas opiniões.,Discordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Sinto que minhas opiniões são ouvidas.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,As pessoas se sentem confortáveis para discutir sobre problemas do trabalho.,Discordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Me sinto confiante em ser eu mesmo(a) no trabalho.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,As pessoas se sentem à vontade para expressar opiniões no trabalho.,"Não concordo, nem discordo"
32,7cd9c79b46a9c93cbff6,Complete,"Quando uma pessoa comete um erro, ele muitas vezes é usado contra ela.",Discordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,A entidade se importa com meu bem-estar.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Estou satisfeito(a) com os benefícios oferecidos pela entidade.,Concordo totalmente
32,7cd9c79b46a9c93cbff6,Complete,Sinto que minha equipe tem o número de pessoas necessário para executar as atividades.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,A entidade fornece momentos de confraternização e conexão entre os funcionários(as).,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,"Tenho confiança que em casos de denúncias (assédio moral, assédio sexual e questões éticas) a entidade irá atuar de maneira adequada.",Discordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,"Recebo as ferramentas (internet, equipamentos, programas) necessárias para executar meu trabalho.",Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Estou satisfeito(a) com as oportunidades de desenvolvimento oferecidas pela entidade.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Estou satisfeito(a) com as oportunidades de progressão de carreira oferecidas pela entidade.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,"Você sinalizou não receber as ferramentas necessárias para executar o seu trabalho. Selecione até três motivos, sendo 1 para o principal, 2 para o segundo mais importante e 3 para o terceiro mais importante.",[Sem resposta fornecida]
32,7cd9c79b46a9c93cbff6,Complete,"Você informou que não está completamente satisfeito(a) com as oportunidades de desenvolvimento oferecidas pela entidade. Selecione até três motivos que motivaram sua resposta, sendo 1 o mais importante, 2 o segundo mais importante e 3 o terceiro mais importante.",[Sem resposta fornecida]
32,7cd9c79b46a9c93cbff6,Complete,"Você sinalizou que quando uma pessoa comete um erro, ele muitas vezes é usado contra ela. Selecione quem são os principais responsáveis por isso, sendo 1 para o principal, 2 para o segundo mais importante e 3 para o terceiro mais importante.",[Sem resposta fornecida]
32,7cd9c79b46a9c93cbff6,Complete,"Você informou que as pessoas não se sentem à vontadade para expressar opiniões no trabalho. Selecione até três motivos, sendo 1 para o principal, 2 para o segundo mais importante e 3 para o terceiro mais importante.",Receio de sofrer retaliações por parte de colegas de trabalho de outras áreas. (Rank: 2)
32,7cd9c79b46a9c93cbff6,Complete,"Você informou que as pessoas não se sentem à vontadade para expressar opiniões no trabalho. Selecione até três motivos, sendo 1 para o principal, 2 para o segundo mais importante e 3 para o terceiro mais importante.",Outros (Rank: 3)
32,7cd9c79b46a9c93cbff6,Complete,Os critérios para promoção são aplicados da mesma forma em diferentes áreas da entidade.,Discordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Os funcionários(as) são reconhecidos de maneira proporcional ao resultado que entregam.,Discordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,A entidade tem dificuldade para desligar os funcionários(as) que possuem baixo desempenho.,Concordo totalmente
32,7cd9c79b46a9c93cbff6,Complete,Eu recebo reconhecimento não financeiro pelo meu trabalho.,Discordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,"Você sinalizou não concordar que funcionários(as) são reconhecidos de maneira proporcional ao resultado que entregam. Selecione até 3 motivos, sendo 1 para o mais importante, 2 para o segundo e 3 para o terceiro mais importante.",Distribuição de metas não é igual para todos. (Rank: 3)
32,7cd9c79b46a9c93cbff6,Complete,"Você sinalizou não concordar que funcionários(as) são reconhecidos de maneira proporcional ao resultado que entregam. Selecione até 3 motivos, sendo 1 para o mais importante, 2 para o segundo e 3 para o terceiro mais importante.",Promoções por interesse da entidade e não por performance. (Rank: 1)
32,7cd9c79b46a9c93cbff6,Complete,"Você sinalizou não concordar que funcionários(as) são reconhecidos de maneira proporcional ao resultado que entregam. Selecione até 3 motivos, sendo 1 para o mais importante, 2 para o segundo e 3 para o terceiro mais importante.",A liderança tem dificuldade em fazer a diferenciação de baixo e alto desempenho. (Rank: 2)
32,7cd9c79b46a9c93cbff6,Complete,A minha liderança direta distribui as tarefas adequadamente.,Discordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,A minha liderança direta valoriza quando faço um bom trabalho.,Concordo totalmente
32,7cd9c79b46a9c93cbff6,Complete,Minha liderança direta tem capacidade técnica suficiente para exercer a sua função.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,As ações da minha liderança direta são coerentes com suas falas.,"Não concordo, nem discordo"
32,7cd9c79b46a9c93cbff6,Complete,Minha liderança direta é preocupada com o bem-estar da equipe.,Concordo totalmente
32,7cd9c79b46a9c93cbff6,Complete,Estou satisfeito(a) com os feedbacks que recebo da minha liderança direta.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,A minha liderança direta sabe como gerenciar pessoas.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,"Você informou que não está completamente satisfeito(a) com os feedbacks que recebe da sua liderança direta. Selecione até três motivos que motivaram sua resposta, sendo 1 o mais importante, 2 o segundo mais importante e 3 o terceiro mais importante.",[Sem resposta fornecida]
32,7cd9c79b46a9c93cbff6,Complete,"Você não concordou que sua liderança direta sabe como gerenciar pessoas. Selecione até 3 motivos sendo 1 para o mais importante, 2 para o segundo e 3 para o terceiro mais importante",[Sem resposta fornecida]
32,7cd9c79b46a9c93cbff6,Complete,Sinto que a entidade respeita meu horário de trabalho.,Concordo totalmente
32,7cd9c79b46a9c93cbff6,Complete,Sinto que as demandas são sempre urgentes.,Concordo totalmente
32,7cd9c79b46a9c93cbff6,Complete,É possível cumprir minha demanda de trabalho sem trabalhar horas extras.,Discordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Sinto que o volume de trabalho é saudável.,Discordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,A entidade se preocupa com diversidade de forma genuína.,"Não concordo, nem discordo"
32,7cd9c79b46a9c93cbff6,Complete,Sinto que a entidade agirá de forma justa caso haja discriminação dentro do trabalho.,Discordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,"Todos recebem as mesmas oportunidades, independente do gênero, raça, orientação sexual ou deficiência.",Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,A entidade coloca o cliente sempre em primeiro lugar.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,A entidade busca constantemente inovar.,Discordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,A entidade tem políticas e procedimentos para garantir transparência nas operações.,Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,"Você informou que, de certa forma, o volume de trabalho não é saudável. Selecione os três principais motivos, sendo 1 o mais importante, 2 o segundo mais importante e 3 o terceiro mais importante.",O time é menor que o necessário para atender a demanda. (Rank: 1)
32,7cd9c79b46a9c93cbff6,Complete,"Você informou que, de certa forma, o volume de trabalho não é saudável. Selecione os três principais motivos, sendo 1 o mais importante, 2 o segundo mais importante e 3 o terceiro mais importante.",Uma parte significativa do time é inexperiente. (Rank: 3)
32,7cd9c79b46a9c93cbff6,Complete,"Você informou que, de certa forma, o volume de trabalho não é saudável. Selecione os três principais motivos, sendo 1 o mais importante, 2 o segundo mais importante e 3 o terceiro mais importante.",Todas as demandas são classificadas como urgentes. (Rank: 2)
32,7cd9c79b46a9c93cbff6,Complete,"Percebo que a alta liderança (Diretores, superintendentes, Board, etc) tem um planejamento claro para a entidade.",Concordo totalmente
32,7cd9c79b46a9c93cbff6,Complete,"Eu confio na minha alta liderança (Diretores, superintendentes, Board, etc).",Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,"A alta liderança (Diretores, superintendentes, Board, etc) se preocupa com o que os funcionários(as) pensam e sentem.",Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,"A alta liderança (Diretores, superintendentes, Board, etc) é aberta para ouvir os funcionários(as) da equipe.",Concordo parcialmente
32,7cd9c79b46a9c93cbff6,Complete,Com qual orientação sexual você se identifica?,Heterossexual
32,7cd9c79b46a9c93cbff6,Complete,Qual a sua cor ou raça?,Parda
32,7cd9c79b46a9c93cbff6,Complete,Com qual gênero você se identifica?,Masculino
32,7cd9c79b46a9c93cbff6,Complete,"Por favor, use o espaço abaixo para comentar sobre qualquer assunto que você considera que não foi abordado na pesquisa ou que você gostaria que fosse mais aprofundado. Aqui você também pode descrever melhor alguma das suas respostas. Esse comentário é opcional.","A Alta Direção perde oportunidades de reconhecer os empregados que performam acima do esperado, com a justificativa de problemas orçamentários e despesa alta com Pessoal e Encargos. "
33,36187bc6209f9bf7532b,Complete,Eu me sinto entusiasmado(a) com o meu trabalho.,Concordo totalmente
33,36187bc6209f9bf7532b,Complete,Eu me sinto cheio(a) de energia para trabalhar.,Concordo totalmente
33,36187bc6209f9bf7532b,Complete,Eu me sinto emocionalmente esgotado(a) ao final do dia de trabalho.,Discordo totalmente
33,36187bc6209f9bf7532b,Complete,Consigo me manter concentrado(a) nas atividades de trabalho.,Concordo totalmente
33,36187bc6209f9bf7532b,Complete,Eu me sinto animado(a) para ir trabalhar.,Concordo totalmente
33,36187bc6209f9bf7532b,Complete,Sinto que o tempo passa rápido quando estou trabalhando.,Concordo totalmente
33,36187bc6209f9bf7532b,Complete,Eu me sinto bem com o meu trabalho.,Concordo totalmente
33,36187bc6209f9bf7532b,Complete,Fico desanimado(a) quando estou trabalhando.,Discordo totalmente
33,36187bc6209f9bf7532b,Complete,Tenho autonomia para priorizar as demandas que chegam para mim.,Concordo totalmente
33,36187bc6209f9bf7532b,Complete,Tenho pouca autoridade para decidir como executar meu trabalho.,Discordo totalmente
33,36187bc6209f9bf7532b,Complete,"Tenho liberdade para propor e aplicar melhorias no meu trabalho,  conforme o nível de responsabilidade do meu cargo.",Concordo totalmente
